Measure_code,AIRA_SIMPLE,COUNTRY_REGION
AIRA_58,,BGR
AIRA_58,,HRV
AIRA_58,,CYP
AIRA_58,,CZE
AIRA_58,,DNK
AIRA_58,,EST
AIRA_58,,FIN
AIRA_58,,FRA
AIRA_58,,GEO
AIRA_58,,DEU
AIRA_58,,GRC
AIRA_58,,HUN
AIRA_58,,ISL
AIRA_58,,IRL
AIRA_58,,ISR
AIRA_58,,ITA
AIRA_58,,KAZ
AIRA_58,,KGZ
AIRA_58,,LVA
AIRA_58,,LTU
AIRA_58,,LUX
AIRA_58,,MLT
AIRA_58,,MNE
AIRA_58,,NLD
AIRA_58,,MKD
AIRA_58,,NOR
AIRA_58,,POL
AIRA_58,,PRT
AIRA_58,,MDA
AIRA_58,,ROU
AIRA_58,,RUS
AIRA_58,,SMR
AIRA_58,,SRB
AIRA_58,,SVK
AIRA_58,,SVN
AIRA_58,,ESP
AIRA_58,,SWE
AIRA_58,,CHE
AIRA_58,,TUR
AIRA_58,,TJK
AIRA_58,,UKR
AIRA_58,,GBR
AIRA_58,,UZB
AIRA_58,,BIH
AIRA_58,,MCO
AIRA_58,,TKM
AIRA_59,,ALB
AIRA_59,,AND
AIRA_59,,ARM
AIRA_59,,AUT
AIRA_59,,AZE
AIRA_59,,BLR
AIRA_59,,BEL
AIRA_59,,BGR
AIRA_59,,HRV
AIRA_59,,CYP
AIRA_59,,CZE
AIRA_59,,DNK
AIRA_59,,EST
AIRA_59,,FIN
AIRA_59,,FRA
AIRA_59,,GEO
AIRA_59,,DEU
AIRA_59,,GRC
AIRA_59,,HUN
AIRA_59,,ISL
AIRA_59,,IRL
AIRA_59,,ISR
AIRA_59,,ITA
AIRA_59,,KAZ
AIRA_59,,KGZ
AIRA_59,,LVA
AIRA_59,,LTU
AIRA_59,,LUX
AIRA_59,,MLT
AIRA_59,,MNE
AIRA_59,,NLD
AIRA_59,,MKD
AIRA_59,,NOR
AIRA_59,,POL
AIRA_59,,PRT
AIRA_59,,MDA
AIRA_59,,ROU
AIRA_59,,RUS
AIRA_59,,SMR
AIRA_59,,SRB
AIRA_59,,SVK
AIRA_59,,SVN
AIRA_59,,ESP
AIRA_59,,SWE
AIRA_59,,CHE
AIRA_59,,TUR
AIRA_59,,TJK
AIRA_59,,UKR
AIRA_59,,GBR
AIRA_59,,UZB
AIRA_59,,BIH
AIRA_59,,MCO
AIRA_59,,TKM
AIRA_60,,ALB
AIRA_60,,AND
AIRA_60,,ARM
AIRA_60,,AUT
AIRA_60,,AZE
AIRA_60,,BLR
AIRA_60,,BEL
AIRA_60,,BGR
AIRA_60,,HRV
AIRA_60,,CYP
AIRA_60,,CZE
AIRA_60,,DNK
AIRA_60,,EST
AIRA_60,,FIN
AIRA_60,,FRA
AIRA_60,,GEO
AIRA_60,,DEU
AIRA_60,,GRC
AIRA_60,,HUN
AIRA_60,,ISL
AIRA_60,,IRL
AIRA_60,,ISR
AIRA_60,,ITA
AIRA_60,,KAZ
AIRA_60,,KGZ
AIRA_60,,LVA
AIRA_60,,LTU
AIRA_60,,LUX
AIRA_60,,MLT
AIRA_60,,MNE
AIRA_60,,NLD
AIRA_60,,MKD
AIRA_60,,NOR
AIRA_60,,POL
AIRA_60,,PRT
AIRA_60,,MDA
AIRA_60,,ROU
AIRA_60,,RUS
AIRA_60,,SMR
AIRA_60,,SRB
AIRA_60,,SVK
AIRA_60,,SVN
AIRA_60,,ESP
AIRA_60,,SWE
AIRA_60,,CHE
AIRA_60,,TUR
AIRA_60,,TJK
AIRA_60,,UKR
AIRA_60,,GBR
AIRA_60,,UZB
AIRA_60,,BIH
AIRA_60,,MCO
AIRA_60,,TKM
AIRA_61,,ALB
AIRA_61,,AND
AIRA_61,,ARM
AIRA_61,,AUT
AIRA_61,,AZE
AIRA_61,,BLR
AIRA_61,,BEL
AIRA_61,,BGR
AIRA_61,,HRV
AIRA_61,,CYP
AIRA_61,,CZE
AIRA_61,,DNK
AIRA_61,,EST
AIRA_61,,FIN
AIRA_61,,FRA
AIRA_61,,GEO
AIRA_61,,DEU
AIRA_61,,GRC
AIRA_61,,HUN
AIRA_61,,ISL
AIRA_61,,IRL
AIRA_61,,ISR
AIRA_61,,ITA
AIRA_61,,KAZ
AIRA_61,,KGZ
AIRA_61,,LVA
AIRA_61,,LTU
AIRA_61,,LUX
AIRA_61,,MLT
AIRA_61,,MNE
AIRA_61,,NLD
AIRA_61,,MKD
AIRA_61,,NOR
AIRA_61,,POL
AIRA_61,,PRT
AIRA_61,,MDA
AIRA_61,,ROU
AIRA_61,,RUS
AIRA_61,,SMR
AIRA_61,,SRB
AIRA_61,,SVK
AIRA_61,,SVN
AIRA_61,,ESP
AIRA_61,,SWE
AIRA_61,,CHE
AIRA_61,,TUR
AIRA_61,,TJK
AIRA_61,,UKR
AIRA_61,,GBR
AIRA_61,,UZB
AIRA_61,,BIH
AIRA_61,,MCO
AIRA_61,,TKM
AIRA_62,,ALB
AIRA_62,,AND
AIRA_62,,ARM
AIRA_62,,AUT
AIRA_62,,AZE
AIRA_62,,BLR
AIRA_62,,BEL
AIRA_62,,BGR
AIRA_62,,HRV
AIRA_62,,CYP
AIRA_62,,CZE
AIRA_62,,DNK
AIRA_62,,EST
AIRA_62,,FIN
AIRA_62,,FRA
AIRA_62,,GEO
AIRA_62,,DEU
AIRA_62,,GRC
AIRA_62,,HUN
AIRA_62,,ISL
AIRA_62,,IRL
AIRA_62,,ISR
AIRA_62,,ITA
AIRA_62,,KAZ
AIRA_62,,KGZ
AIRA_62,,LVA
AIRA_62,,LTU
AIRA_62,,LUX
AIRA_62,,MLT
AIRA_62,,MNE
AIRA_62,,NLD
AIRA_62,,MKD
AIRA_62,,NOR
AIRA_62,,POL
AIRA_62,,PRT
AIRA_62,,MDA
AIRA_62,,ROU
AIRA_62,,RUS
AIRA_62,,SMR
AIRA_62,,SRB
AIRA_62,,SVK
AIRA_62,,SVN
AIRA_62,,ESP
AIRA_62,,SWE
AIRA_62,,CHE
AIRA_62,,TUR
AIRA_62,,TJK
AIRA_62,,UKR
AIRA_62,,GBR
AIRA_62,,UZB
AIRA_62,,BIH
AIRA_62,,MCO
AIRA_62,,TKM
AIRA_63,,ALB
AIRA_63,,AND
AIRA_63,,ARM
AIRA_63,,AUT
AIRA_63,,AZE
AIRA_63,,BLR
AIRA_63,,BEL
AIRA_63,,BGR
AIRA_63,,HRV
AIRA_63,,CYP
AIRA_63,,CZE
AIRA_63,,DNK
AIRA_63,,EST
AIRA_63,,FIN
AIRA_63,,FRA
AIRA_63,,GEO
AIRA_63,,DEU
AIRA_63,,GRC
AIRA_63,,HUN
AIRA_63,,ISL
AIRA_63,,IRL
AIRA_63,,ISR
AIRA_63,,ITA
AIRA_63,,KAZ
AIRA_63,,KGZ
AIRA_63,,LVA
AIRA_63,,LTU
AIRA_63,,LUX
AIRA_63,,MLT
AIRA_63,,MNE
AIRA_63,,NLD
AIRA_63,,MKD
AIRA_63,,NOR
AIRA_63,,POL
AIRA_63,,PRT
AIRA_63,,MDA
AIRA_63,,ROU
AIRA_63,,RUS
AIRA_63,,SMR
AIRA_63,,SRB
AIRA_63,,SVK
AIRA_63,,SVN
AIRA_63,,ESP
AIRA_63,,SWE
AIRA_63,,CHE
AIRA_63,,TUR
AIRA_63,,TJK
AIRA_63,,UKR
AIRA_63,,GBR
AIRA_63,,UZB
AIRA_63,,BIH
AIRA_63,,MCO
AIRA_63,,TKM
AIRA_64,,ALB
AIRA_64,,AND
AIRA_64,,ARM
AIRA_64,,AUT
AIRA_64,,AZE
AIRA_64,,BLR
AIRA_64,,BEL
AIRA_64,,BGR
AIRA_64,,HRV
AIRA_64,,CYP
AIRA_64,,CZE
AIRA_64,,DNK
AIRA_64,,EST
AIRA_64,,FIN
AIRA_64,,FRA
AIRA_64,,GEO
AIRA_64,,DEU
AIRA_64,,GRC
AIRA_64,,HUN
AIRA_64,,ISL
AIRA_64,,IRL
AIRA_64,,ISR
AIRA_64,,ITA
AIRA_64,,KAZ
AIRA_64,,KGZ
AIRA_64,,LVA
AIRA_64,,LTU
AIRA_64,,LUX
AIRA_64,,MLT
AIRA_64,,MNE
AIRA_64,,NLD
AIRA_64,,MKD
AIRA_64,,NOR
AIRA_64,,POL
AIRA_64,,PRT
AIRA_64,,MDA
AIRA_64,,ROU
AIRA_64,,RUS
AIRA_64,,SMR
AIRA_64,,SRB
AIRA_64,,SVK
AIRA_64,,SVN
AIRA_64,,ESP
AIRA_64,,SWE
AIRA_64,,CHE
AIRA_64,,TUR
AIRA_64,,TJK
AIRA_64,,UKR
AIRA_64,,GBR
AIRA_64,,UZB
AIRA_64,,BIH
AIRA_64,,MCO
AIRA_64,,TKM
AIRA_65,,ALB
AIRA_65,,AND
AIRA_65,,ARM
AIRA_65,,AUT
AIRA_65,,AZE
AIRA_65,,BLR
AIRA_65,,BEL
AIRA_65,,BGR
AIRA_65,,HRV
AIRA_65,,CYP
AIRA_65,,CZE
AIRA_65,,DNK
AIRA_65,,EST
AIRA_65,,FIN
AIRA_65,,FRA
AIRA_65,,GEO
AIRA_65,,DEU
AIRA_65,,GRC
AIRA_65,,HUN
AIRA_65,,ISL
AIRA_65,,IRL
AIRA_65,,ISR
AIRA_65,,ITA
AIRA_65,,KAZ
AIRA_65,,KGZ
AIRA_65,,LVA
AIRA_65,,LTU
AIRA_65,,LUX
AIRA_65,,MLT
AIRA_65,,MNE
AIRA_65,,NLD
AIRA_65,,MKD
AIRA_65,,NOR
AIRA_65,,POL
AIRA_65,,PRT
AIRA_65,,MDA
AIRA_65,,ROU
AIRA_65,,RUS
AIRA_65,,SMR
AIRA_65,,SRB
AIRA_65,,SVK
AIRA_65,,SVN
AIRA_65,,ESP
AIRA_65,,SWE
AIRA_65,,CHE
AIRA_65,,TUR
AIRA_65,,TJK
AIRA_65,,UKR
AIRA_65,,GBR
AIRA_65,,UZB
AIRA_65,,BIH
AIRA_65,,MCO
AIRA_65,,TKM
AIRA_66,,ALB
AIRA_66,,AND
AIRA_66,,ARM
AIRA_66,,AUT
AIRA_66,,AZE
AIRA_66,,BLR
AIRA_66,,BEL
AIRA_66,,BGR
AIRA_66,,HRV
AIRA_66,,CYP
AIRA_66,,CZE
AIRA_66,,DNK
AIRA_66,,EST
AIRA_66,,FIN
AIRA_66,,FRA
AIRA_66,,GEO
AIRA_66,,DEU
AIRA_66,,GRC
AIRA_66,,HUN
AIRA_66,,ISL
AIRA_66,,IRL
AIRA_66,,ISR
AIRA_66,,ITA
AIRA_66,,KAZ
AIRA_66,,KGZ
AIRA_66,,LVA
AIRA_66,,LTU
AIRA_66,,LUX
AIRA_66,,MLT
AIRA_66,,MNE
AIRA_66,,NLD
AIRA_66,,MKD
AIRA_66,,NOR
AIRA_66,,POL
AIRA_66,,PRT
AIRA_66,,MDA
AIRA_66,,ROU
AIRA_66,,RUS
AIRA_66,,SMR
AIRA_66,,SRB
AIRA_66,,SVK
AIRA_66,,SVN
AIRA_66,,ESP
AIRA_66,,SWE
AIRA_66,,CHE
AIRA_66,,TUR
AIRA_66,,TJK
AIRA_66,,UKR
AIRA_66,,GBR
AIRA_66,,UZB
AIRA_66,,BIH
AIRA_66,,MCO
AIRA_66,,TKM
AIRA_67,,ALB
AIRA_67,,AND
AIRA_67,,ARM
AIRA_67,,AUT
AIRA_67,,AZE
AIRA_67,,BLR
AIRA_67,,BEL
AIRA_67,,BGR
AIRA_67,,HRV
AIRA_67,,CYP
AIRA_67,,CZE
AIRA_67,,DNK
AIRA_67,,EST
AIRA_67,,FIN
AIRA_67,,FRA
AIRA_67,,GEO
AIRA_67,,DEU
AIRA_67,,GRC
AIRA_67,,HUN
AIRA_67,,ISL
AIRA_67,,IRL
AIRA_67,,ISR
AIRA_67,,ITA
AIRA_67,,KAZ
AIRA_67,,KGZ
AIRA_67,,LVA
AIRA_67,,LTU
AIRA_67,,LUX
AIRA_67,,MLT
AIRA_67,,MNE
AIRA_67,,NLD
AIRA_67,,MKD
AIRA_67,,NOR
AIRA_67,,POL
AIRA_67,,PRT
AIRA_67,,MDA
AIRA_67,,ROU
AIRA_67,,RUS
AIRA_67,,SMR
AIRA_67,,SRB
AIRA_67,,SVK
AIRA_67,,SVN
AIRA_67,,ESP
AIRA_67,,SWE
AIRA_67,,CHE
AIRA_67,,TUR
AIRA_67,,TJK
AIRA_67,,UKR
AIRA_67,,GBR
AIRA_67,,UZB
AIRA_67,,BIH
AIRA_67,,MCO
AIRA_67,,TKM
AIRA_68,,ALB
AIRA_68,,AND
AIRA_68,,ARM
AIRA_68,,AUT
AIRA_68,,AZE
AIRA_68,,BLR
AIRA_68,,BEL
AIRA_68,,BGR
AIRA_68,,HRV
AIRA_68,,CYP
AIRA_68,,CZE
AIRA_68,,DNK
AIRA_68,,EST
AIRA_68,,FIN
AIRA_68,,FRA
AIRA_68,,GEO
AIRA_68,,DEU
AIRA_68,,GRC
AIRA_68,,HUN
AIRA_68,,ISL
AIRA_68,,IRL
AIRA_68,,ISR
AIRA_68,,ITA
AIRA_68,,KAZ
AIRA_68,,KGZ
AIRA_68,,LVA
AIRA_68,,LTU
AIRA_68,,LUX
AIRA_68,,MLT
AIRA_68,,MNE
AIRA_68,,NLD
AIRA_68,,MKD
AIRA_68,,NOR
AIRA_68,,POL
AIRA_68,,PRT
AIRA_68,,MDA
AIRA_68,,ROU
AIRA_68,,RUS
AIRA_68,,SMR
AIRA_68,,SRB
AIRA_68,,SVK
AIRA_68,,SVN
AIRA_68,,ESP
AIRA_68,,SWE
AIRA_68,,CHE
AIRA_68,,TUR
AIRA_68,,TJK
AIRA_68,,UKR
AIRA_68,,GBR
AIRA_68,,UZB
AIRA_68,,BIH
AIRA_68,,MCO
AIRA_68,,TKM
AIRA_69,,ALB
AIRA_69,,AND
AIRA_69,,ARM
AIRA_69,,AUT
AIRA_69,,AZE
AIRA_69,,BLR
AIRA_69,,BEL
AIRA_69,,BGR
AIRA_69,,HRV
AIRA_69,,CYP
AIRA_69,,CZE
AIRA_69,,DNK
AIRA_69,,EST
AIRA_69,,FIN
AIRA_69,,FRA
AIRA_69,,GEO
AIRA_69,,DEU
AIRA_69,,GRC
AIRA_69,,HUN
AIRA_69,,ISL
AIRA_69,,IRL
AIRA_69,,ISR
AIRA_69,,ITA
AIRA_69,,KAZ
AIRA_69,,KGZ
AIRA_69,,LVA
AIRA_69,,LTU
AIRA_69,,LUX
AIRA_69,,MLT
AIRA_69,,MNE
AIRA_69,,NLD
AIRA_69,,MKD
AIRA_69,,NOR
AIRA_69,,POL
AIRA_69,,PRT
AIRA_69,,MDA
AIRA_69,,ROU
AIRA_69,,RUS
AIRA_69,,SMR
AIRA_69,,SRB
AIRA_69,,SVK
AIRA_69,,SVN
AIRA_69,,ESP
AIRA_69,,SWE
AIRA_69,,CHE
AIRA_69,,TUR
AIRA_69,,TJK
AIRA_69,,UKR
AIRA_69,,GBR
AIRA_69,,UZB
AIRA_69,,BIH
AIRA_69,,MCO
AIRA_69,,TKM
AIRA_70,,ALB
AIRA_70,,AND
AIRA_70,,ARM
AIRA_70,,AUT
AIRA_70,,AZE
AIRA_70,,BLR
AIRA_70,,BEL
AIRA_70,,BGR
AIRA_70,,HRV
AIRA_70,,CYP
AIRA_70,,CZE
AIRA_70,,DNK
AIRA_70,,EST
AIRA_70,,FIN
AIRA_70,,FRA
AIRA_70,,GEO
AIRA_70,,DEU
AIRA_70,,GRC
AIRA_70,,HUN
AIRA_70,,ISL
AIRA_70,,IRL
AIRA_70,,ISR
AIRA_70,,ITA
AIRA_70,,KAZ
AIRA_70,,KGZ
AIRA_70,,LVA
AIRA_70,,LTU
AIRA_70,,LUX
AIRA_70,,MLT
AIRA_70,,MNE
AIRA_70,,NLD
AIRA_70,,MKD
AIRA_70,,NOR
AIRA_70,,POL
AIRA_70,,PRT
AIRA_70,,MDA
AIRA_70,,ROU
AIRA_70,,RUS
AIRA_70,,SMR
AIRA_70,,SRB
AIRA_70,,SVK
AIRA_70,,SVN
AIRA_70,,ESP
AIRA_70,,SWE
AIRA_70,,CHE
AIRA_70,,TUR
AIRA_70,,TJK
AIRA_70,,UKR
AIRA_70,,GBR
AIRA_70,,UZB
AIRA_70,,BIH
AIRA_70,,MCO
AIRA_70,,TKM
AIRA_71,DNK,ALB
AIRA_71,NO,AND
AIRA_71,YES,ARM
AIRA_71,YES,AUT
AIRA_71,NO,AZE
AIRA_71,YES,BLR
AIRA_71,YES,BEL
AIRA_71,DNK,BGR
AIRA_71,YES,HRV
AIRA_71,NO,CYP
AIRA_71,YES,CZE
AIRA_71,YES,DNK
AIRA_71,YES,EST
AIRA_71,YES,FIN
AIRA_71,YES,FRA
AIRA_71,DNK,GEO
AIRA_71,YES,DEU
AIRA_71,YES,GRC
AIRA_71,YES,HUN
AIRA_71,YES,ISL
AIRA_71,NO,IRL
AIRA_71,YES,ISR
AIRA_71,YES,ITA
AIRA_71,YES,KAZ
AIRA_71,NO,KGZ
AIRA_71,YES,LVA
AIRA_71,YES,LTU
AIRA_71,YES,LUX
AIRA_71,YES,MLT
AIRA_71,YES,MNE
AIRA_71,YES,NLD
AIRA_71,DNK,MKD
AIRA_71,YES,NOR
AIRA_71,YES,POL
AIRA_71,YES,PRT
AIRA_71,NO,MDA
AIRA_71,DNK,ROU
AIRA_71,YES,RUS
AIRA_71,DNK,SMR
AIRA_71,YES,SRB
AIRA_71,DNK,SVK
AIRA_71,DNK,SVN
AIRA_71,DNK,ESP
AIRA_71,YES,SWE
AIRA_71,YES,CHE
AIRA_71,YES,TUR
AIRA_71,NO,TJK
AIRA_71,NO,UKR
AIRA_71,YES,GBR
AIRA_71,DNK,UZB
AIRA_71,,BIH
AIRA_71,,MCO
AIRA_71,,TKM
AIRA_72,DNK,ALB
AIRA_72,NO,AND
AIRA_72,DNK,ARM
AIRA_72,NO,AUT
AIRA_72,NO,AZE
AIRA_72,NO,BLR
AIRA_72,YES,BEL
AIRA_72,NO,BGR
AIRA_72,YES,HRV
AIRA_72,NO,CYP
AIRA_72,NO,CZE
AIRA_72,DNK,DNK
AIRA_72,YES,EST
AIRA_72,YES,FIN
AIRA_72,YES,FRA
AIRA_72,DNK,GEO
AIRA_72,NO,DEU
AIRA_72,YES,GRC
AIRA_72,DNK,HUN
AIRA_72,NO,ISL
AIRA_72,NO,IRL
AIRA_72,DNK,ISR
AIRA_72,DNK,ITA
AIRA_72,NO,KAZ
AIRA_72,NO,KGZ
AIRA_72,DNK,LVA
AIRA_72,NO,LTU
AIRA_72,DNK,LUX
AIRA_72,NO,MLT
AIRA_72,NO,MNE
AIRA_72,DNK,NLD
AIRA_72,NO,MKD
AIRA_72,DNK,NOR
AIRA_72,DNK,POL
AIRA_72,YES,PRT
AIRA_72,DNK,MDA
AIRA_72,YES,ROU
AIRA_72,YES,RUS
AIRA_72,NO,SMR
AIRA_72,NO,SRB
AIRA_72,NO,SVK
AIRA_72,DNK,SVN
AIRA_72,DNK,ESP
AIRA_72,NO,SWE
AIRA_72,NO,CHE
AIRA_72,NO,TUR
AIRA_72,DNK,TJK
AIRA_72,NO,UKR
AIRA_72,YES,GBR
AIRA_72,DNK,UZB
AIRA_72,,BIH
AIRA_72,,MCO
AIRA_72,,TKM
AIRA_73,UD,ALB
AIRA_73,UD,AND
AIRA_73,UD,ARM
AIRA_73,UD,AUT
AIRA_73,NO,AZE
AIRA_73,NO,BLR
AIRA_73,YES,BEL
AIRA_73,DNK,BGR
AIRA_73,YES,HRV
AIRA_73,UD,CYP
AIRA_73,UD,CZE
AIRA_73,YES,DNK
AIRA_73,YES,EST
AIRA_73,YES,FIN
AIRA_73,YES,FRA
AIRA_73,DNK,GEO
AIRA_73,DNK,DEU
AIRA_73,NO,GRC
AIRA_73,UD,HUN
AIRA_73,NO,ISL
AIRA_73,DNK,IRL
AIRA_73,YES,ISR
AIRA_73,DNK,ITA
AIRA_73,UD,KAZ
AIRA_73,UD,KGZ
AIRA_73,UD,LVA
AIRA_73,DNK,LTU
AIRA_73,NO,LUX
AIRA_73,UD,MLT
AIRA_73,UD,MNE
AIRA_73,NO,NLD
AIRA_73,UD,MKD
AIRA_73,YES,NOR
AIRA_73,DNK,POL
AIRA_73,NO,PRT
AIRA_73,UD,MDA
AIRA_73,NO,ROU
AIRA_73,YES,RUS
AIRA_73,NO,SMR
AIRA_73,NO,SRB
AIRA_73,NO,SVK
AIRA_73,DNK,SVN
AIRA_73,UD,ESP
AIRA_73,NO,SWE
AIRA_73,DNK,CHE
AIRA_73,NO,TUR
AIRA_73,UD,TJK
AIRA_73,DNK,UKR
AIRA_73,DNK,GBR
AIRA_73,YES,UZB
AIRA_73,,BIH
AIRA_73,,MCO
AIRA_73,,TKM
AIRA_74,UD,ALB
AIRA_74,UD,AND
AIRA_74,DNK,ARM
AIRA_74,YES,AUT
AIRA_74,NO,AZE
AIRA_74,NO,BLR
AIRA_74,YES,BEL
AIRA_74,DNK,BGR
AIRA_74,UD,HRV
AIRA_74,UD,CYP
AIRA_74,UD,CZE
AIRA_74,YES,DNK
AIRA_74,YES,EST
AIRA_74,YES,FIN
AIRA_74,NO,FRA
AIRA_74,DNK,GEO
AIRA_74,DNK,DEU
AIRA_74,NO,GRC
AIRA_74,YES,HUN
AIRA_74,NO,ISL
AIRA_74,DNK,IRL
AIRA_74,YES,ISR
AIRA_74,NO,ITA
AIRA_74,UD,KAZ
AIRA_74,NO,KGZ
AIRA_74,UD,LVA
AIRA_74,DNK,LTU
AIRA_74,NO,LUX
AIRA_74,UD,MLT
AIRA_74,UD,MNE
AIRA_74,DNK,NLD
AIRA_74,UD,MKD
AIRA_74,YES,NOR
AIRA_74,DNK,POL
AIRA_74,NO,PRT
AIRA_74,UD,MDA
AIRA_74,NO,ROU
AIRA_74,YES,RUS
AIRA_74,NO,SMR
AIRA_74,NO,SRB
AIRA_74,NO,SVK
AIRA_74,DNK,SVN
AIRA_74,YES,ESP
AIRA_74,NO,SWE
AIRA_74,DNK,CHE
AIRA_74,NO,TUR
AIRA_74,UD,TJK
AIRA_74,DNK,UKR
AIRA_74,YES,GBR
AIRA_74,YES,UZB
AIRA_74,,BIH
AIRA_74,,MCO
AIRA_74,,TKM
AIRA_75,DNK,ALB
AIRA_75,NO,AND
AIRA_75,DNK,ARM
AIRA_75,YES,AUT
AIRA_75,DNK,AZE
AIRA_75,NO,BLR
AIRA_75,DNK,BEL
AIRA_75,DNK,BGR
AIRA_75,DNK,HRV
AIRA_75,YES,CYP
AIRA_75,NO,CZE
AIRA_75,YES,DNK
AIRA_75,YES,EST
AIRA_75,YES,FIN
AIRA_75,YES,FRA
AIRA_75,DNK,GEO
AIRA_75,DNK,DEU
AIRA_75,YES,GRC
AIRA_75,YES,HUN
AIRA_75,NO,ISL
AIRA_75,NO,IRL
AIRA_75,YES,ISR
AIRA_75,YES,ITA
AIRA_75,DNK,KAZ
AIRA_75,NO,KGZ
AIRA_75,DNK,LVA
AIRA_75,DNK,LTU
AIRA_75,NO,LUX
AIRA_75,YES,MLT
AIRA_75,NO,MNE
AIRA_75,YES,NLD
AIRA_75,NO,MKD
AIRA_75,YES,NOR
AIRA_75,YES,POL
AIRA_75,YES,PRT
AIRA_75,YES,MDA
AIRA_75,NO,ROU
AIRA_75,YES,RUS
AIRA_75,NO,SMR
AIRA_75,DNK,SRB
AIRA_75,NO,SVK
AIRA_75,DNK,SVN
AIRA_75,DNK,ESP
AIRA_75,NO,SWE
AIRA_75,DNK,CHE
AIRA_75,YES,TUR
AIRA_75,YES,TJK
AIRA_75,NO,UKR
AIRA_75,YES,GBR
AIRA_75,YES,UZB
AIRA_75,,BIH
AIRA_75,,MCO
AIRA_75,,TKM
